#entity id	document	start	end	text	comment
species:ncbi:51359	pmcA1838407	15588	15607	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	15672	15691	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	15730	15753	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	16325	16348	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	16391	16410	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	16637	16657	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	16817	16840	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	16920	16939	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	17100	17119	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	17441	17460	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	17656	17675	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	17923	17943	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	18109	18129	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	18189	18213	Ivory-billed Woodpeckers	20
species:ncbi:386521	pmcA1838407	18325	18348	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	18420	18443	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	18879	18903	Ivory-billed Woodpeckers	20
species:ncbi:51359	pmcA1838407	18939	18959	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	19181	19200	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	19389	19412	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	19436	19455	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	20040	20059	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	20217	20240	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	20651	20674	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	20721	20740	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	21030	21053	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	21692	21711	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	21895	21905	Ivory-bill	2
species:ncbi:51359	pmcA1838407	22020	22039	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	22085	22108	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	22161	22184	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	22358	22381	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	22809	22832	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	23092	23111	Pileated Woodpecker	20
species:ncbi:386521	pmcA1838407	23132	23155	Ivory-billed Woodpecker	20
species:ncbi:386521	pmcA1838407	23258	23282	Ivory-billed Woodpeckers	20
species:ncbi:9874	pmcA1838407	23655	23672	White-tailed Deer	20
species:ncbi:386521	pmcA1838407	23795	23819	Ivory-billed Woodpeckers	20
species:ncbi:386521	pmcA1838407	24009	24032	Ivory-billed Woodpecker	20
species:ncbi:51359	pmcA1838407	24093	24113	Pileated Woodpeckers	20
species:ncbi:51359	pmcA1838407	24206	24225	Pileated Woodpecker	20
species:ncbi:51359	pmcA1838407	24252	24272	Pileated Woodpeckers	20
species:ncbi:386521	pmcA1838407	25680	25703	Ivory-billed Woodpecker	20
species:ncbi:12110	pmcA1851977	466	494	foot-and-mouth disease virus	
species:ncbi:12110	pmcA1851977	1706	1734	foot-and-mouth disease virus	
species:ncbi:12110	pmcA1851977	1736	1740	FMDV	
species:ncbi:12110	pmcA1851977	2144	2148	FMDV	4
species:ncbi:12110	pmcA1851977	3875	3903	foot-and-mouth disease virus	4
species:ncbi:12110	pmcA1851977	3905	3909	FMDV	4
species:ncbi:12110	pmcA1851977	4180	4184	FMDV	
species:ncbi:12110	pmcA1851977	4343	4347	FMDV	4
species:ncbi:12110	pmcA1851977	4570	4574	FMDV	
species:ncbi:12110	pmcA1851977	4600	4604	FMDV	
species:ncbi:10026	pmcA1851977	4660	4667	hamster	4
species:ncbi:12110	pmcA1851977	4713	4717	FMDV	
species:ncbi:12110	pmcA1851977	4806	4810	FMDV	
species:ncbi:12110	pmcA1851977	4925	4929	FMDV	4
species:ncbi:12110	pmcA1851977	5171	5175	FMDV	4
species:ncbi:12110	pmcA1851977	5524	5529	FMDVs	
species:ncbi:12110	pmcA1851977	5579	5584	FMDVs	
species:ncbi:12110	pmcA1851977	5921	5925	FMDV	
species:ncbi:12110	pmcA1851977	6960	6964	FMDV	
species:ncbi:12110	pmcA1851977	7098	7102	FMDV	4
species:ncbi:12110	pmcA1851977	7836	7840	FMDV	4
species:ncbi:12110	pmcA1851977	7936	7940	FMDV	
species:ncbi:12110	pmcA1851977	8837	8841	FMDV	4
species:ncbi:12110	pmcA1851977	8859	8863	FMDV	4
species:ncbi:12110	pmcA1851977	9092	9096	FMDV	
species:ncbi:12110	pmcA1851977	9149	9153	FMDV	4
species:ncbi:12110	pmcA1851977	10158	10162	FMDV	
species:ncbi:12110	pmcA1851977	12284	12288	FMDV	
species:ncbi:169066	pmcA1851977	12334	12350	human rhinovirus	4
species:ncbi:10090	pmcA1851977	12389	12394	mouse	4
species:ncbi:12110	pmcA1851977	12446	12450	FMDV	4
species:ncbi:12110	pmcA1851977	12889	12893	FMDV	
species:ncbi:12110	pmcA1851977	14200	14204	FMDV	
species:ncbi:12110	pmcA1851977	14318	14322	FMDV	
species:ncbi:12110	pmcA1851977	14540	14544	FMDV	
species:ncbi:6687	pmcA1851977	15900	15906	shrimp	2
species:ncbi:6687	pmcA1851977	15912	15927	Penaeus monodon	
species:ncbi:11676	pmcA1851977	16394	16429	human immunodeficiency virus type 1	
species:ncbi:11676	pmcA1851977	16431	16436	HIV-1	
species:ncbi:11676	pmcA1851977	16472	16477	HIV-1	4
species:ncbi:11676	pmcA1851977	16903	16908	HIV-1	
species:ncbi:11723	pmcA1851977	17176	17205	Simian immunodeficiency virus	
species:ncbi:0	pmcA1851977	17206	17215	SIVmac239	
species:ncbi:9531	pmcA1851977	17233	17247	sooty mangabey	
species:ncbi:9544	pmcA1851977	17256	17270	rhesus macaque	
species:ncbi:9544	pmcA1851977	17345	17359	rhesus macaque	
species:ncbi:12305	pmcA1851977	17479	17500	cucumber mosaic virus	
species:ncbi:12327	pmcA1851977	17510	17536	barley stripe mosaic virus	
species:ncbi:38018	pmcA1851977	17584	17597	bacteriophage	4
species:ncbi:13123	pmcA1851977	17810	17826	Lymantria dispar	
species:ncbi:42810	pmcA1851977	18110	18130	Entomaphaga maimaiga	0
species:ncbi:13122	pmcA1851977	18345	18349	moth	2
species:ncbi:12110	pmcA1851977	18566	18570	FMDV	
species:ncbi:12110	pmcA1851977	19229	19233	FMDV	4
species:ncbi:12110	pmcA1851977	19351	19355	FMDV	
species:ncbi:12110	pmcA1851977	19941	19945	FMDV	
species:ncbi:12110	pmcA1851977	20501	20505	FMDV	4
species:ncbi:12110	pmcA1851977	20938	20942	FMDV	
species:ncbi:12110	pmcA1851977	21958	21962	FMDV	
species:ncbi:12110	pmcA1851977	22058	22062	FMDV	
species:ncbi:12110	pmcA1851977	22154	22158	FMDV	
species:ncbi:12110	pmcA1851977	22815	22819	FMDV	
species:ncbi:12110	pmcA1851977	22911	22915	FMDV	4
species:ncbi:12110	pmcA1851977	22979	22983	FMDV	4
species:ncbi:12110	pmcA1851977	23505	23509	FMDV	
species:ncbi:12110	pmcA1851977	23736	23740	FMDV	
species:ncbi:12110	pmcA1851977	23835	23839	FMDV	
species:ncbi:10273	pmcA1851977	24043	24055	myxoma virus	
species:ncbi:9986	pmcA1851977	24075	24082	rabbits	
species:ncbi:12110	pmcA1851977	24107	24111	FMDV	
species:ncbi:12110	pmcA1851977	24907	24911	FMDV	
species:ncbi:12110	pmcA1851977	25000	25004	FMDV	
species:ncbi:12110	pmcA1851977	25252	25257	FMDVs	
species:ncbi:12110	pmcA1851977	25558	25562	FMDV	
species:ncbi:12110	pmcA1851977	25725	25729	FMDV	4
species:ncbi:12110	pmcA1851977	26644	26648	FMDV	
species:ncbi:12110	pmcA1851977	27427	27431	FMDV	
species:ncbi:12110	pmcA1851977	27533	27537	FMDV	
species:ncbi:12110	pmcA1851977	28008	28012	FMDV	4
species:ncbi:12110	pmcA1851977	28506	28510	FMDV	4
species:ncbi:11866	pmcA1851977	28536	28562	avian myeloblastosis virus	4
species:ncbi:12110	pmcA1851977	28897	28901	FMDV	4
species:ncbi:12110	pmcA1851977	29519	29523	FMDV	4
species:ncbi:562	pmcA1851977	31501	31517	Escherichia coli	
species:ncbi:12110	pmcA1851977	31781	31785	FMDV	
species:ncbi:12110	pmcA1851977	34404	34408	FMDV	
species:ncbi:9606	pmcA1859974	0	5	Human	4
species:ncbi:9606	pmcA1859974	2253	2258	Human	4
species:ncbi:9606	pmcA1859974	17208	17213	human	
species:ncbi:10116	pmcA1859974	25923	25926	rat	
species:ncbi:287	pmcA1885664	365	387	Pseudomonas aeruginosa	
species:ncbi:485	pmcA1885664	1592	1613	Neisseria gonorrhoeae	
species:ncbi:562	pmcA1885664	1735	1751	Escherichia coli	4
species:ncbi:9606	pmcA1885664	2281	2286	human	4
species:ncbi:562	pmcA1885664	2469	2476	E. coli	4
species:ncbi:562	pmcA1885664	2714	2721	E. coli	4
species:ncbi:562	pmcA1885664	3154	3161	E. coli	4
species:ncbi:562	pmcA1885664	3363	3370	E. coli	4
species:ncbi:562	pmcA1885664	4068	4084	Escherichia coli	4
species:ncbi:487	pmcA1885664	4173	4188	N. meningitidis	
species:ncbi:562	pmcA1885664	4264	4271	E. coli	4
species:ncbi:562	pmcA1885664	4449	4456	E. coli	4
species:ncbi:562	pmcA1885664	4494	4501	E. coli	4
species:ncbi:287	pmcA1885664	4945	4967	Pseudomonas aeruginosa	
species:ncbi:287	pmcA1885664	5199	5212	P. aeruginosa	4
species:ncbi:562	pmcA1885664	5287	5294	E. coli	
species:ncbi:487	pmcA1885664	5299	5314	N. meningitidis	
species:ncbi:287	pmcA1885664	5529	5542	P. aeruginosa	4
species:ncbi:287	pmcA1885664	6225	6238	P. aeruginosa	
species:ncbi:562	pmcA1885664	6857	6864	E. coli	4
species:ncbi:287	pmcA1885664	14882	14895	P. aeruginosa	
species:ncbi:287	pmcA1885664	16265	16278	P. aeruginosa	
species:ncbi:287	pmcA1885664	17598	17611	P. aeruginosa	
species:ncbi:287	pmcA1885664	17841	17854	P. aeruginosa	
species:ncbi:9606	pmcA1885664	18019	18024	human	
species:ncbi:287	pmcA1885664	18206	18219	P. aeruginosa	
species:ncbi:9606	pmcA1885664	18291	18296	human	
species:ncbi:4932	pmcA1885664	18469	18474	yeast	
species:ncbi:287	pmcA1885664	18653	18666	P. aeruginosa	
species:ncbi:9913	pmcA1885664	19287	19293	bovine	
species:ncbi:287	pmcA1885664	19459	19472	P. aeruginosa	
species:ncbi:287	pmcA1885664	20071	20084	P. aeruginosa	
species:ncbi:287	pmcA1885664	20357	20370	P. aeruginosa	
species:ncbi:287	pmcA1885664	20568	20581	P. aeruginosa	
species:ncbi:287	pmcA1885664	20641	20654	P. aeruginosa	
species:ncbi:287	pmcA1885664	20849	20862	P. aeruginosa	
species:ncbi:287	pmcA1885664	21088	21101	P. aeruginosa	
species:ncbi:562	pmcA1885664	21360	21367	E. coli	
species:ncbi:287	pmcA1885664	25909	25922	P. aeruginosa	
species:ncbi:562	pmcA1885664	27170	27177	E. coli	
species:ncbi:287	pmcA1885664	27238	27251	P. aeruginosa	
species:ncbi:287	pmcA1885664	27339	27352	P. aeruginosa	
species:ncbi:1299	pmcA1885664	27417	27440	Deinococcus radiodurans	
species:ncbi:287	pmcA1885664	27543	27556	P. aeruginosa	
species:ncbi:287	pmcA1885664	30143	30165	Pseudomonas aeruginosa	
species:ncbi:1299	pmcA1885664	30256	30270	D. radiodurans	
species:ncbi:562	pmcA1885664	30349	30356	E. coli	
species:ncbi:287	pmcA1885664	30592	30605	P. aeruginosa	
species:ncbi:562	pmcA1885664	30615	30622	E. coli	
species:ncbi:1299	pmcA1885664	30696	30710	D. radiodurans	
species:ncbi:287	pmcA1885664	30739	30752	P. aeruginosa	
species:ncbi:287	pmcA1885664	30946	30959	P. aeruginosa	
species:ncbi:562	pmcA1885664	31095	31102	E. coli	
species:ncbi:1299	pmcA1885664	31209	31223	D. radiodurans	
species:ncbi:562	pmcA1885664	32253	32260	E. coli	
species:ncbi:9606	pmcA1885664	32461	32466	human	
species:ncbi:9606	pmcA1885664	32591	32596	human	
species:ncbi:562	pmcA1885664	34350	34357	E. coli	
species:ncbi:562	pmcA1885664	36379	36386	E. coli	
species:ncbi:562	pmcA1885664	36905	36912	E. coli	
species:ncbi:666	pmcA1885853	3856	3867	V. cholerae	
species:ncbi:167879	pmcA1885853	10788	10817	Colwellia psychrerythraea 34H	
species:ncbi:70863	pmcA1885853	10822	10843	Shewanella oneidensis	
species:ncbi:9	pmcA1885853	12458	12477	Buchnera aphidicola	
species:ncbi:345073	pmcA1885853	12814	12834	Vibrio cholerae 0395	2
species:ncbi:345072	pmcA1885853	12836	12856	Vibrio cholerae MO10	
species:ncbi:345074	pmcA1885853	12858	12879	Vibrio cholerae RC385	
species:ncbi:345075	pmcA1885853	12881	12900	Vibrio cholerae V51	
species:ncbi:345076	pmcA1885853	12902	12921	Vibrio cholerae V52	
species:ncbi:314280	pmcA1885853	12923	12952	Photobacterium profundum 3TCK	
species:ncbi:314290	pmcA1885853	12954	12967	Vibrio MED222	2
species:ncbi:314291	pmcA1885853	12969	12991	Vibrio splendidus12B01	0
species:ncbi:298386	pmcA1885853	16952	16980	Photobacterium profundum SS9	4
species:ncbi:196600	pmcA1885853	17409	17428	V. vulnificus YJ016	
species:ncbi:216895	pmcA1885853	17433	17452	V. vulnificus CMCP6	
species:ncbi:672	pmcA1885853	17689	17702	V. vulnificus	
species:ncbi:666	pmcA1885853	17718	17729	V. cholerae	4
species:ncbi:668	pmcA1885853	18825	18836	V. fischeri	4
species:ncbi:90371	pmcA1885853	19514	19536	Salmonella typhimurium	
species:ncbi:573	pmcA1885853	19541	19562	Klebsiella pneumoniae	
species:ncbi:562	pmcA1885853	19609	19616	E. coli	
species:ncbi:314290	pmcA1885853	19877	19890	Vibrio MED222	2
species:ncbi:74109	pmcA1885853	20202	20226	Photobacterium profundum	4
species:ncbi:666	pmcA1885853	20319	20330	V. cholerae	4
species:ncbi:666	pmcA1885853	20619	20630	V. cholerae	
species:ncbi:666	pmcA1885853	20734	20745	V. cholerae	4
species:ncbi:298386	pmcA1885853	20929	20957	Photobacterium profundum SS9	
species:ncbi:298386	pmcA1885853	21335	21363	Photobacterium profundum SS9	
species:ncbi:314280	pmcA1885853	21368	21397	Photobacterium profundum 3TCK	
species:ncbi:216895	pmcA1885853	21434	21453	V. vulnificus CMCP6	3
species:ncbi:196600	pmcA1885853	21458	21463	YJ016	3
species:ncbi:314291	pmcA1885853	22843	22863	V. splendiduds 12B01	0
species:ncbi:216895	pmcA1885853	22924	22943	V. vulnificus CMCP6	
species:ncbi:670	pmcA1885853	22958	22977	V. parahaemoliticus	0
species:ncbi:666	pmcA1885853	23094	23105	V. cholerae	
species:ncbi:70863	pmcA1885853	23112	23133	Shewanella oneidensis	
species:ncbi:666	pmcA1885853	23138	23149	V. cholerae	
species:ncbi:298386	pmcA1885853	23260	23276	P. profundum SS9	4
species:ncbi:243277	pmcA1885853	26801	26819	V. cholerae N16961	2
species:ncbi:670	pmcA1885853	26821	26840	V. parahaemolyticus	
species:ncbi:196600	pmcA1885853	26842	26861	V. vulnificus YJ016	
species:ncbi:216895	pmcA1885853	26863	26882	V. vulnificus CMCP6	
species:ncbi:312309	pmcA1885853	26884	26901	V. fischeri ES114	
species:ncbi:298386	pmcA1885853	26903	26931	Photobacterium profundum SS9	
species:ncbi:345072	pmcA1885853	26998	27018	Vibrio cholerae MO10	
species:ncbi:345073	pmcA1885853	27020	27040	Vibrio cholerae 0395	2
species:ncbi:345074	pmcA1885853	27042	27063	Vibrio cholerae RC385	
species:ncbi:345075	pmcA1885853	27065	27084	Vibrio cholerae V51	
species:ncbi:345076	pmcA1885853	27086	27105	Vibrio cholerae V52	
species:ncbi:314290	pmcA1885853	27172	27185	Vibrio MED222	2
species:ncbi:314291	pmcA1885853	27187	27210	Vibrio splendidus 12B01	
species:ncbi:314280	pmcA1885853	27212	27241	Photobacterium profundum 3TCK	
species:ncbi:100678	pmcA1891629	507	517	C. vishnui	
species:ncbi:182211	pmcA1891629	519	529	C. annulus	
species:ncbi:7175	pmcA1891629	531	541	C. pipiens	
species:ncbi:7176	pmcA1891629	554	572	C. quiquefasciatus	0|1
species:ncbi:9606	pmcA1891629	1139	1144	human	
species:ncbi:4932	pmcA1891629	1566	1571	yeast	4
species:ncbi:7175	pmcA1891629	2856	2865	C. pipens	0
species:ncbi:7178	pmcA1891629	2883	2903	C. tritaeniorhynchus	
species:ncbi:7176	pmcA1891629	2913	2932	C. quinquefasciatus	
species:ncbi:7177	pmcA1891629	2950	2961	C. tarsalis	
species:ncbi:182211	pmcA1891629	2971	2981	C. annulus	
species:ncbi:100677	pmcA1891629	2991	3007	C. pseudovishnui	
species:ncbi:100678	pmcA1891629	3028	3038	C. vishnui	
species:ncbi:7175	pmcA1891629	5930	5940	C. pipiens	
species:ncbi:7176	pmcA1891629	5945	5964	C. quinquefasciatus	
species:ncbi:7177	pmcA1891629	6054	6065	C. tarsalis	
species:ncbi:182211	pmcA1891629	6076	6086	C. annulus	
species:ncbi:100678	pmcA1891629	6099	6109	C. vishnui	
species:ncbi:100677	pmcA1891629	6126	6142	C. pseudovishnui	
species:ncbi:7178	pmcA1891629	6157	6176	C. tritaeniorhyncus	
species:ncbi:100678	pmcA1891629	6691	6701	C. vishnui	
species:ncbi:7176	pmcA1891629	6713	6733	C.  quinquefasciatus	1
species:ncbi:7175	pmcA1891629	6738	6749	C.  pipiens	1
species:ncbi:182211	pmcA1891629	7172	7182	C. annulus	4
species:ncbi:100677	pmcA1891629	7184	7200	C. pseudovishnui	4
species:ncbi:100678	pmcA1891629	7205	7215	C. vishnui	4
species:ncbi:7175	pmcA1891629	7352	7362	C. pipiens	4
species:ncbi:7176	pmcA1891629	7364	7383	C. quinquefasciatus	4
species:ncbi:7177	pmcA1891629	7395	7406	C. tarsalis	4
species:ncbi:6941	pmcA1891629	8690	8709	Boophilus microplus	
species:ncbi:60189	pmcA1891629	8711	8732	Boophilus decoloratus	
species:ncbi:34631	pmcA1891629	8741	8769	Rhipicephalus appendiculatus	
species:ncbi:60191	pmcA1891629	8771	8797	Rhipicephalus zambesiensis	
species:ncbi:60190	pmcA1891629	8799	8820	Rhipicephalus evertsi	
species:ncbi:34632	pmcA1891629	8822	8846	Rhipicephalus sanguineus	
species:ncbi:127007	pmcA1891629	8880	8901	Rhipicephalus pumilio	
species:ncbi:0	pmcA1891629	8906	8928	Rhipicephalus camicasi	
species:ncbi:0	pmcA1891629	9288	9298	Haemogogus	
species:ncbi:9606	pmcA1913570	10317	10322	human	
species:ncbi:9606	pmcA1931593	4846	4851	human	4
species:ncbi:9606	pmcA1931593	14190	14195	human	4
species:ncbi:9606	pmcA1931593	39829	39834	human	
species:ncbi:9606	pmcA1931593	45005	45010	human	4
species:ncbi:6239	pmcA1937013	20	30	C. elegans	
species:ncbi:6239	pmcA1937013	575	597	Caenorhabditis elegans	4
species:ncbi:6239	pmcA1937013	1047	1052	worms	2
species:ncbi:6239	pmcA1937013	1785	1795	C. elegans	4
species:ncbi:6239	pmcA1937013	2575	2585	C. elegans	4
species:ncbi:6239	pmcA1937013	3905	3915	C. elegans	
species:ncbi:6239	pmcA1937013	4061	4071	C. elegans	4
species:ncbi:6239	pmcA1937013	4215	4225	C. elegans	4
species:ncbi:6239	pmcA1937013	4399	4409	C. elegans	4
species:ncbi:6239	pmcA1937013	5203	5213	C. elegans	
species:ncbi:6239	pmcA1937013	6751	6761	C. elegans	
species:ncbi:6239	pmcA1937013	11862	11872	C. elegans	
species:ncbi:562	pmcA1937013	15471	15478	E. coli	4
species:ncbi:6239	pmcA1937013	16120	16130	C. elegans	
species:ncbi:6239	pmcA1937013	18935	18945	C. elegans	4
species:ncbi:6239	pmcA1937013	19075	19085	C. elegans	4
species:ncbi:4932	pmcA1937013	20912	20925	S. cerevisiae	4
species:ncbi:6239	pmcA1937013	21261	21271	C. elegans	4
species:ncbi:6239	pmcA1937013	22089	22094	worms	2
species:ncbi:6239	pmcA1937013	23018	23023	worms	2
species:ncbi:9606	pmcA1937013	24016	24021	human	4
species:ncbi:7227	pmcA1937013	24050	24060	Drosophila	2
species:ncbi:6239	pmcA1937013	24108	24118	C. elegans	4
species:ncbi:9606	pmcA1937013	24231	24236	human	4
species:ncbi:7227	pmcA1937013	24249	24259	Drosophila	2
species:ncbi:6239	pmcA1937013	24350	24360	C. elegans	
species:ncbi:6239	pmcA1937013	25005	25010	worms	2
species:ncbi:6239	pmcA1937013	28129	28139	C. elegans	
species:ncbi:6239	pmcA1937013	28385	28390	worms	2
species:ncbi:9606	pmcA1937013	28571	28576	human	
species:ncbi:9606	pmcA1937013	28673	28678	human	4
species:ncbi:6239	pmcA1937013	28709	28719	C. elegans	
species:ncbi:6239	pmcA1937013	28773	28783	C. elegans	
species:ncbi:9606	pmcA1937013	28864	28869	human	4
species:ncbi:9606	pmcA1937013	29115	29120	human	4
species:ncbi:6239	pmcA1937013	31282	31292	C. elegans	4
species:ncbi:4932	pmcA1937013	31411	31416	yeast	4
species:ncbi:6239	pmcA1937013	32139	32149	C. elegans	
species:ncbi:6239	pmcA1937013	33963	33973	C. elegans	
species:ncbi:4896	pmcA1937013	34168	34176	S. pombe	
species:ncbi:6239	pmcA1937013	34346	34356	C. elegans	
species:ncbi:6239	pmcA1937013	34453	34463	C. elegans	4
species:ncbi:4932	pmcA1937013	34609	34614	yeast	
species:ncbi:9606	pmcA1937013	34618	34624	humans	
species:ncbi:4932	pmcA1937013	35344	35349	yeast	
species:ncbi:6239	pmcA1937013	35642	35652	C. elegans	
species:ncbi:6239	pmcA1937013	36404	36414	C. elegans	
species:ncbi:6239	pmcA1937013	36809	36819	C. elegans	
species:ncbi:10116	pmcA1937013	38117	38120	rat	
species:ncbi:6239	pmcA1937013	39439	39444	worms	2
species:ncbi:6239	pmcA1937013	40131	40136	worms	2
species:ncbi:6239	pmcA1937013	40362	40372	C. elegans	
species:ncbi:6239	pmcA1937013	40666	40676	C. elegans	
species:ncbi:7227	pmcA1937013	40718	40728	Drosophila	2
species:ncbi:7227	pmcA1937013	41024	41034	Drosophila	2
species:ncbi:7227	pmcA1937013	41067	41077	Drosophila	2
species:ncbi:4932	pmcA1937013	41199	41204	yeast	
species:ncbi:4932	pmcA1937013	41401	41406	yeast	
species:ncbi:4932	pmcA1937013	41490	41495	yeast	
species:ncbi:6239	pmcA1937013	41904	41914	C. elegans	4
species:ncbi:6239	pmcA1937013	42030	42040	C. elegans	4
species:ncbi:562	pmcA1937013	43724	43731	E. coli	4
species:ncbi:562	pmcA1937013	43914	43921	E. coli	4
species:ncbi:562	pmcA1937013	44271	44278	E. coli	4
species:ncbi:562	pmcA1937013	45354	45361	E. coli	4
species:ncbi:562	pmcA1937013	45424	45431	E. coli	
species:ncbi:562	pmcA1937013	45575	45582	E. coli	4
species:ncbi:6239	pmcA1937013	46241	46246	worms	2
species:ncbi:6239	pmcA1937013	46330	46335	worms	2
species:ncbi:562	pmcA1937013	46506	46513	E. coli	
species:ncbi:6239	pmcA1937013	46557	46562	worms	2
species:ncbi:6239	pmcA1937013	48630	48635	worms	2
species:ncbi:6239	pmcA1937013	48690	48695	worms	2
species:ncbi:6239	pmcA1937013	49082	49087	worms	2
species:ncbi:6239	pmcA1937013	49383	49388	worms	2
species:ncbi:6239	pmcA1937013	49748	49758	C. elegans	
species:ncbi:44689	pmcA1937013	49771	49795	Dictyostelium discoideum	
species:ncbi:7227	pmcA1937013	49808	49831	Drosophila melanogaster	
species:ncbi:9606	pmcA1937013	49843	49855	Homo sapiens	
species:ncbi:10090	pmcA1937013	49868	49880	Mus musculus	
species:ncbi:4932	pmcA1937013	49893	49917	Saccharomyces cerevisiae	
species:ncbi:4896	pmcA1937013	49934	49959	Schizosaccharomyces pombe	
species:ncbi:7227	pmcA1937013	50010	50020	Drosophila	2
species:ncbi:9606	pmcA1937013	50025	50030	human	
species:ncbi:9606	pmcA2065882	3133	3138	human	4
species:ncbi:9606	pmcA2065882	4078	4083	human	4
species:ncbi:9606	pmcA2065882	4924	4927	Man	
species:ncbi:10090	pmcA2065882	6116	6121	mouse	4
species:ncbi:9606	pmcA2065882	6355	6360	human	4
species:ncbi:10090	pmcA2065882	6494	6499	mouse	4
species:ncbi:9606	pmcA2065882	6523	6528	human	4
species:ncbi:9606	pmcA2065882	6614	6619	human	4
species:ncbi:4932	pmcA2065882	11080	11104	Saccharomyces cerevisiae	
species:ncbi:6239	pmcA2065882	21803	21813	C. elegans	
species:ncbi:4932	pmcA2065882	31262	31267	yeast	4
species:ncbi:9606	pmcA2065882	42430	42433	Man	
species:ncbi:9606	pmcA2151861	449	454	human	4
species:ncbi:9606	pmcA2151861	2898	2903	human	4
species:ncbi:9606	pmcA2151861	3345	3351	humans	
species:ncbi:9986	pmcA2151861	3527	3533	rabbit	4
species:ncbi:9606	pmcA2151861	3785	3790	human	4
species:ncbi:9606	pmcA2151861	3894	3899	human	4
species:ncbi:9606	pmcA2151861	4182	4187	human	4
species:ncbi:86661	pmcA2238978	103	124	Bacillus cereus group	
species:ncbi:1396	pmcA2238978	148	157	B. cereus	
species:ncbi:1392	pmcA2238978	159	171	B. anthracis	
species:ncbi:1428	pmcA2238978	176	192	B. thuringiensis	
species:ncbi:86661	pmcA2238978	207	228	Bacillus cereus group	
species:ncbi:1392	pmcA2238978	313	325	B. anthracis	
species:ncbi:1392	pmcA2238978	331	338	anthrax	
species:ncbi:1428	pmcA2238978	350	366	B. thuringiensis	
species:ncbi:1396	pmcA2238978	403	412	B. cereus	
species:ncbi:86661	pmcA2238978	763	778	B. cereus group	
species:ncbi:86661	pmcA2238978	979	994	B. cereus group	
species:ncbi:487	pmcA2238978	2112	2134	Neisseria meningitidis	
species:ncbi:1313	pmcA2238978	2261	2285	Streptococcus pneumoniae	
species:ncbi:1314	pmcA2238978	2287	2309	Streptococcus pyogenes	
species:ncbi:727	pmcA2238978	2311	2333	Haemophilus influenzae	
species:ncbi:1280	pmcA2238978	2335	2356	Staphylococcus aureus	
species:ncbi:197	pmcA2238978	2358	2378	Campylobacter jejuni	
species:ncbi:1352	pmcA2238978	2380	2400	Enterococcus faecium	
species:ncbi:28450	pmcA2238978	2402	2427	Burkholderia pseudomallei	
species:ncbi:562	pmcA2238978	2429	2445	Escherichia coli	
species:ncbi:28901	pmcA2238978	2447	2466	Salmonella enterica	
species:ncbi:86661	pmcA2238978	2475	2496	Bacillus cereus group	
species:ncbi:86661	pmcA2238978	2782	2797	B. cereus group	
species:ncbi:1392	pmcA2238978	2881	2893	B. anthracis	
species:ncbi:1392	pmcA2238978	2953	2960	anthrax	
species:ncbi:1396	pmcA2238978	2962	2971	B. cereus	
species:ncbi:9606	pmcA2238978	2990	2995	human	4
species:ncbi:1428	pmcA2238978	3075	3091	B. thuringiensis	
species:ncbi:86662	pmcA2238978	3169	3190	B. weihenstephanensis	
species:ncbi:86661	pmcA2238978	3506	3521	B. cereus group	
species:ncbi:86661	pmcA2238978	3705	3720	B. cereus group	
species:ncbi:1392	pmcA2238978	3877	3889	B. anthracis	4
species:ncbi:1396	pmcA2238978	3915	3924	B. cereus	4
species:ncbi:1428	pmcA2238978	3929	3945	B. thuringiensis	4
species:ncbi:1396	pmcA2238978	4036	4045	B. cereus	4
